id,material,name ,band ,clearanceFeeExport,priceImport,clearanceFee,priceFull,type,priceExport,note
93406,"[29038200] «бѕ—нд (ISO ) , ябж—ѕ«д ( ISO) ж”»«Џн  «бябж— "" heptachlor "" -  ISO )","«бѕ—нд (ISO ) , ябж—ѕ«д ( ISO) ж”»«Џн  «бябж— "" heptachlor "" -  ISO )",29038200,2,40,13,53,ж“д,0,
93407,[29038300] гн—я” (ISO).,гн—я” (ISO).,29038300,2,40,13,53,ж“д,0,
93408,[29038900] џн—е«,џн—е«,29038900,2,40,13,53,ж“д,0,
93410,"[29039200] ”ѕ«”н ябж— ж»д“нд (ISO )  ж ѕ.ѕ.  DDT - (ISO  ябжЁндж «д ( INN ) - 1.1.1 - Ћб«Ћн ябж—ж-2-2 - гя—— ( bis ) "" »«—« ябж— Ёнднб "" «б«н «д","”ѕ«”н ябж— ж»д“нд (ISO )  ж ѕ.ѕ.  DDT - (ISO  ябжЁндж «д ( INN ) - 1.1.1 - Ћб«Ћн ябж—ж-2-2 - гя—— ( bis ) "" »«—« ябж— Ёнднб "" «б«н «д",29039200,2,40,13,53,ж“д,0,
93411,[29039300] ќг«”н ябж— «б»д“нд (ISO).,ќг«”н ябж— «б»д“нд (ISO).,29039300,2,40,13,53,ж“д,0,
93412,[29039400] Ћд«∆н«  «бЁнднб ”ѕ«”н… «б»—жг.,Ћд«∆н«  «бЁнднб ”ѕ«”н… «б»—жг.,29039400,2,40,13,53,ж“д,0,
93413,[29039900] џн—е«,џн—е«,29039900,2,40,13,53,ж“д,0,
93414,[29041000] г‘ ё«  г”бЁд… ЁёЎ ж√гб«Ќе« ж≈” н—« е« «б≈нЋнбн… ж≈д я«д  гебћд….,г‘ ё«  г”бЁд… ЁёЎ ж√гб«Ќе« ж≈” н—« е« «б≈нЋнбн… ж≈д я«д  гебћд….,29041000,2,40,13,53,ж“д,0,
93415,[29042000] г‘ ё«  «бенѕ—жя—»жд«  гд —д… ЁёЎ √ж гд —“… ЁёЎ ж≈д я«д  гебћд….,г‘ ё«  «бенѕ—жя—»жд«  гд —д… ЁёЎ √ж гд —“… ЁёЎ ж≈д я«д  гебћд….,29042000,2,40,13,53,ж“д,0,
93416,[29043100] Ќг÷ ”бЁжд«  г‘»Џ »Ёбж—ж √жя «д.,Ќг÷ ”бЁжд«  г‘»Џ »Ёбж—ж √жя «д.,29043100,2,40,13,53,ж“д,0,
93417,[29043200] ”бЁжд«  «б√гжднжг г‘»Џ… »Ёбж—ж √жя «д.,”бЁжд«  «б√гжднжг г‘»Џ… »Ёбж—ж √жя «д.,29043200,2,40,13,53,ж“д,0,
93418,[29043300] ”бЁжд«  «ббнЋнжг г‘»Џ… »Ёбж—ж √жя «д.,”бЁжд«  «ббнЋнжг г‘»Џ… »Ёбж—ж √жя «д.,29043300,2,40,13,53,ж“д,0,
93419,[29043400] ”бЁжд«  «б»ж «”нжг г‘»Џ… »Ёбж—ж √жя «д.,”бЁжд«  «б»ж «”нжг г‘»Џ… »Ёбж—ж √жя «д.,29043400,2,40,13,53,ж“д,0,
93420,[29043500] √гб«Ќ √ќ—м Ќг÷ «б”бЁждня г‘»Џ… »Ёбж—ж √жя «д.,√гб«Ќ √ќ—м Ќг÷ «б”бЁждня г‘»Џ… »Ёбж—ж √жя «д.,29043500,2,40,13,53,ж“д,0,
93421,[29043600] Ёбж—нѕ «б”бЁждня г‘»Џ »Ёбж—ж √жя «д.,Ёбж—нѕ «б”бЁждня г‘»Џ »Ёбж—ж √жя «д.,29043600,2,40,13,53,ж“д,0,
93422,[29049000] г‘ ё«  «бенѕ—жя—»жд«  «бгд —“…? ж≈д я«д  гебћд….,г‘ ё«  «бенѕ—жя—»жд«  «бгд —“…? ж≈д я«д  гебћд….,29049000,2,40,13,53,ж“д,0,
93423,[29049100] Ћб«Ћн ябж—ж дн —ж «бгн «д (ябж— «б»ня—нд) ,Ћб«Ћн ябж—ж дн —ж «бгн «д (ябж— «б»ня—нд) ,29049100,2,40,13,53,ж“д,0,
93424,[29049900] џн—е«,џн—е«,29049900,2,40,13,53,ж“д,0,
93425,[29051100] гнЋ«джб (яЌжб «бгн нб).,гнЋ«джб (яЌжб «бгн нб).,29051100,2,20,7,27,ж“д,0,
93426,[29051200] »—ж»«д -1- OL (яЌжб «б»—ж»нб) ж»—ж»«д -2- OL (яЌжб «б≈н“ж»—ж»нб),»—ж»«д -1- OL (яЌжб «б»—ж»нб) ж»—ж»«д -2- OL (яЌжб «б≈н“ж»—ж»нб),29051200,2,20,7,27,ж“д,0,
93427,[29051300] »ж «д -1- OL (яЌжб «б»ж нб «бЏ«ѕн),»ж «д -1- OL (яЌжб «б»ж нб «бЏ«ѕн),29051300,2,20,7,27,ж“д,0,
93428,[29051400] яЌжб«  √Ќ«ѕн… «бенѕ—жя”нб г‘»Џ…Џѕ« (гнЋ«джб »—ж»«д -1- OLж ж»—ж»«д -2- OLж »ж «д -1- OL),яЌжб«  √Ќ«ѕн… «бенѕ—жя”нб г‘»Џ…Џѕ« (гнЋ«джб »—ж»«д -1- OLж ж»—ж»«д -2- OLж »ж «д -1- OL),29051400,2,20,7,27,ж“д,0,
93429,[29051600] √жя «джб (яЌжб «б√жя нб) ж≈н“жгн—« е,√жя «джб (яЌжб «б√жя нб) ж≈н“жгн—« е,29051600,2,20,7,27,ж“д,0,
93430,[29051700] ѕжѕня«д -1-OL (яЌжб «ббж—нб) ж«беня”«ѕня«д -1- OL (яЌжб ”н нб cetyl) ж«б√жя «ѕня«д .....,ѕжѕня«д -1-OL (яЌжб «ббж—нб) ж«беня”«ѕня«д -1- OL (яЌжб ”н нб cetyl) ж«б√жя «ѕня«д .....,29051700,2,20,7,27,ж“д,0,
93431,[29051900] яЌжб«  √Ќ«ѕн… «бенѕ—жя”нб г‘»Џ… (џ г ”),яЌжб«  √Ќ«ѕн… «бенѕ—жя”нб г‘»Џ… (џ г ”),29051900,2,75,25,100,ж“д,0,
93432,[29052200] яЌжб«   —»ндн… б«ѕж—н… (б« Ќбён…),яЌжб«   —»ндн… б«ѕж—н… (б« Ќбён…),29052200,2,75,25,100,ж“д,0,
93433,[29052900] яЌжб«  √Ќ«ѕн… «бенѕ—жя”нб (гжджяЌжб« ) џн— г‘»Џ Џѕ« («бяЌжб«  «б —»ндн… «бб«ѕж—н… ),яЌжб«  √Ќ«ѕн… «бенѕ—жя”нб (гжджяЌжб« ) џн— г‘»Џ Џѕ« («бяЌжб«  «б —»ндн… «бб«ѕж—н… ),29052900,2,75,25,100,ж“д,0,
93434,"[29053100] ≈нЋнбнд  џбняжб (≈нЋ«д ѕнжб ""ethanediol"").","≈нЋнбнд  џбняжб (≈нЋ«д ѕнжб ""ethanediol"").",29053100,2,20,7,27,ж“д,0,
93435,"[29053200] »—ж»нбнд џбняжб  (»—ж»«д -2,1- ѕнжб).","»—ж»нбнд џбняжб  (»—ж»«д -2,1- ѕнжб).",29053200,2,20,7,27,ж“д,0,
93436,"[29053900] ѕнжб«  ""Diols"" (яЌжб«  Ћд«∆н… «бенѕ—жя”нб Џѕ« ( ≈нЋнбнд  џбняжб ж»—ж»нбнд џбняжб)","ѕнжб«  ""Diols"" (яЌжб«  Ћд«∆н… «бенѕ—жя”нб Џѕ« ( ≈нЋнбнд  џбняжб ж»—ж»нбнд џбняжб)",29053900,2,75,25,100,ж“д,0,
93437,"[29054100] 2- ≈нЋнб -2- (енѕ—жя”н гн нб) »—ж»«д - 1,3 - ѕнжб (Ћ«бЋ гнЋнбжб »—ж»«д)","2- ≈нЋнб -2- (енѕ—жя”н гн нб) »—ж»«д - 1,3 - ѕнжб (Ћ«бЋ гнЋнбжб »—ж»«д)",29054100,2,40,13,53,ж“д,0,
93438,"[29054200] ќг«”н ≈н—нЋ—н жб ""pentaerythrite""","ќг«”н ≈н—нЋ—н жб ""pentaerythrite""",29054200,2,20,7,27,ж“д,0,
93439,"[29054300] г«дн жб ""Manitol""","г«дн жб ""Manitol""",29054300,2,40,13,53,ж“д,0,
93440,[29054400] ѕ- џбж”н жб (”ж—»н жб),ѕ- џбж”н жб (”ж—»н жб),29054400,2,20,7,27,ж“д,0,
93442,"[29054900] яЌжб«  ћг«Џн… (""г Џѕѕ… «бенѕ—жя”нб"" »жбн яЌжб« ) √ќ— (џ г ”)","яЌжб«  ћг«Џн… (""г Џѕѕ… «бенѕ—жя”нб"" »жбн яЌжб« ) √ќ— (џ г ”)",29054900,2,40,13,53,ж“д,0,
93443,"[29055100] √ ябж—Ёнджб ""(Ethchlorvynol (INN""","√ ябж—Ёнджб ""(Ethchlorvynol (INN""",29055100,2,40,13,53,ж“д,0,
93444,[29055900] г‘ ё«  яЌжб«  џн— ѕж—н… (б« Ќбён…)? гебћд…? г”бЁд…? гд —д… √ж гд —“ Џѕ« (√ ябж—Ёнджб),г‘ ё«  яЌжб«  џн— ѕж—н… (б« Ќбён…)? гебћд…? г”бЁд…? гд —д… √ж гд —“ Џѕ« (√ ябж—Ёнджб),29055900,2,40,13,53,ж“д,0,
93445,[29061100] гд жб,гд жб,29061100,2,375,125,500,ж“д,0,
93446,[29061200] ”нябженя”«джб жгнЋнб  ”нябженя”«джб«  жЋд«∆н гн нб ”нябженя”«джб« ,”нябженя”«джб жгнЋнб  ”нябженя”«джб«  жЋд«∆н гн нб ”нябженя”«джб« ,29061200,2,40,13,53,ж“д,0,
93447,[29061300] ” —жб«  ж≈ндж”н жб« ,” —жб«  ж≈ндж”н жб« ,29061300,2,40,13,53,ж“д,0,
93448,[29061900] џн—е«:,џн—е«:,29061900,2,20,7,27,ж“д,0,
93449,"[29062100] яЌжб «б»д“нб ""benzyl alcohol"".","яЌжб «б»д“нб ""benzyl alcohol"".",29062100,2,40,13,53,ж“д,0,
93450,"[29062900] яЌжб«  ѕж—н…(Ќбён…) ЏЎ—н…°жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д… √ж «бгд —“… (џ г ”)","яЌжб«  ѕж—н…(Ќбён…) ЏЎ—н…°жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д… √ж «бгд —“… (џ г ”)",29062900,2,40,13,53,ж“д,0,
93451,[29071100] Ёнджб (енѕ—жя”н »д“нд) ж√гб«Ќе,Ёнджб (енѕ—жя”н »д“нд) ж√гб«Ќе,29071100,2,20,7,27,ж“д,0,
93452,[29071200] я—н“жб«  ж√гб«Ќе«,я—н“жб«  ж√гб«Ќе«,29071200,2,750,250,1000,ж“д,0,
93453,[29071300] √жя нб «бЁнджб жджднб «бЁнджб ж≈н“жгн—« е« ж√гб«Ќе«,√жя нб «бЁнджб жджднб «бЁнджб ж≈н“жгн—« е« ж√гб«Ќе«,29071300,2,40,13,53,ж“д,0,
93454,[29071500] дЁ жб«  ж√гб«Ќе«,дЁ жб«  ж√гб«Ќе«,29071500,2,40,13,53,ж“д,0,
93455,[29071900] Ёнджб«  √Ќ«ѕн… (гжджЁнджб« ) (џ г ”),Ёнджб«  √Ќ«ѕн… (гжджЁнджб« ) (џ г ”),29071900,2,75,25,100,ж“д,0,
93456,[29072100] —н“ж—”нджб ж√гб«Ќе,—н“ж—”нджб ж√гб«Ќе,29072100,2,375,125,500,ж“д,0,
93457,[29072200] енѕ—янджд (янджб) ж√гб«Ќе,енѕ—янджд (янджб) ж√гб«Ќе,29072200,2,750,250,1000,ж“д,0,
93458,"[29072300] 4,4-≈н“ж»—ж»нбнѕнд Ћд«∆н Ёнджб (Ёнджб гя—— ¬ ""Bisphenol A"" √ж Ћд«∆н Ёнднбжб »—ж»«д) ж√гб","4,4-≈н“ж»—ж»нбнѕнд Ћд«∆н Ёнджб (Ёнджб гя—— ¬ ""Bisphenol A"" √ж Ћд«∆н Ёнднбжб »—ж»«д) ж√гб",29072300,2,150,50,200,ж“д,0,
93459,[29072900] Ёнджб«  ћг«Џн… (»жбн Ёнджб« )? Ёнджб«  - яЌжб«  (џ г ”),Ёнджб«  ћг«Џн… (»жбн Ёнджб« )? Ёнджб«  - яЌжб«  (џ г ”),29072900,2,150,50,200,ж“д,0,
93460,[29081100] ќг«”н ябж— «бЁнджб ( ISO ),ќг«”н ябж— «бЁнджб ( ISO ),29081100,2,150,50,200,ж“д,0,
93461,"[29081900] г‘ ё«  «бЁнджб«  √ж Ёнджб«  - яЌжб« ° «бгебћд…  ж √гб«Ќе« (г« Џѕ« ќг«”н ябж— «бЁнджб)","г‘ ё«  «бЁнджб«  √ж Ёнджб«  - яЌжб« ° «бгебћд…  ж √гб«Ќе« (г« Џѕ« ќг«”н ябж— «бЁнджб)",29081900,2,3760,1253,5013,ж“д,0,
93462,[29089100] ѕндж”» ( ISO ) ж√гб«Ќе,ѕндж”» ( ISO ) ж√гб«Ќе,29089100,2,40,13,53,ж“д,0,
93463,"[29089900] г‘ ё«  «бЁнджб«  √ж Ёнджб«  - яЌжб« °  г”бЁд… √ж гд —д… √ж «бгд —“… (џ г ”)","г‘ ё«  «бЁнджб«  √ж Ёнджб«  - яЌжб« °  г”бЁд… √ж гд —д… √ж «бгд —“… (џ г ”)",29089900,2,40,13,53,ж“д,0,
93464,[29091100] Ћд«∆н ≈нЋнб ≈нЋ—,Ћд«∆н ≈нЋнб ≈нЋ—,29091100,2,40,13,53,ж“д,0,
93465,"[29091900] ≈Ћн—«  б«ѕж—н…жг‘ ё« е«,гебћд… √ж г”бЁд… √ж гд —д…..(Џѕ« Ћ«дн ≈Ћнб ≈Ћн—)","≈Ћн—«  б«ѕж—н…жг‘ ё« е«,гебћд… √ж г”бЁд… √ж гд —д…..(Џѕ« Ћ«дн ≈Ћнб ≈Ћн—)",29091900,2,750,250,1000,ж“д,0,
93466,[29092000] ≈нЋн—«  ”няб«дн… √ж ”нябндн… √ж ”нябж н—»ндн… жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д…,≈нЋн—«  ”няб«дн… √ж ”нябндн… √ж ”нябж н—»ндн… жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д…,29092000,2,75,25,100,ж“д,0,
93467,[29093000] ≈нЋн—«  ЏЎ—н… жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д… √ж «бгд —“…,≈нЋн—«  ЏЎ—н… жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д… √ж «бгд —“…,29093000,2,75,25,100,ж“д,0,
93468,"[29094100] 2?2 - √жя”н Ћд«∆н «б≈нЋ«джб (Ћд«∆н ≈н нбнд џбняжб""ѕ«нћжб digol"")","2?2 - √жя”н Ћд«∆н «б≈нЋ«джб (Ћд«∆н ≈н нбнд џбняжб""ѕ«нћжб digol"")",29094100,2,20,7,27,ж“д,0,
93469,[29094300] ≈нЋн—«  √Ќ«ѕн »ж нб «б≈нЋнбнд џбняжб √ж ≈нЋн—«  √Ќ«ѕн »ж нб Ћд«∆н ≈нЋнбнд џбняжб,≈нЋн—«  √Ќ«ѕн »ж нб «б≈нЋнбнд џбняжб √ж ≈нЋн—«  √Ќ«ѕн »ж нб Ћд«∆н ≈нЋнбнд џбняжб,29094300,2,20,7,27,ж“д,0,
93470,[29094400] ≈нЋн—«   √ќ—  √Ќ«ѕн…  √бянб «б≈нЋнбнд џбняжб √ж  √Ќ«ѕн…  √бянб Ћд«∆н  √Ћнбнд  џбняжб,≈нЋн—«   √ќ—  √Ќ«ѕн…  √бянб «б≈нЋнбнд џбняжб √ж  √Ќ«ѕн…  √бянб Ћд«∆н  √Ћнбнд  џбняжб,29094400,2,20,7,27,ж“д,0,
93471,[29094900] ≈нЋн—«  - яЌжб«  жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д… √ж «бгд —“… (џ г ”),≈нЋн—«  - яЌжб«  жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д… √ж «бгд —“… (џ г ”),29094900,2,20,7,27,ж“д,0,
93472,[29095000] ≈нЋн—«  - Ёнджб« ? ≈нЋн—«  - яЌжб«  - Ёнджб«  жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д…,≈нЋн—«  - Ёнджб« ? ≈нЋн—«  - яЌжб«  - Ёнджб«  жг‘ ё« е« «бгебћд… √ж «бг”бЁд… √ж «бгд —д…,29095000,2,150,50,200,ж“д,0,
93473,[29096000] Ёжё √я«”нѕ «бяЌжб«  жЁжё √я«”нѕ «б≈нЋн—«  жЁжё √я«”нѕ «бян жд«  жг‘ ё« е« «бгебћд… ....,Ёжё √я«”нѕ «бяЌжб«  жЁжё √я«”нѕ «б≈нЋн—«  жЁжё √я«”нѕ «бян жд«  жг‘ ё« е« «бгебћд… ....,29096000,2,40,13,53,ж“д,0,
93474,[29101000] √жя”н—«д (√жя”нѕ «б≈нЋнбнд),√жя”н—«д (√жя”нѕ «б≈нЋнбнд),29101000,2,20,7,27,ж“д,0,
93475,[29102000] гнЋнб √жя”н—«д (√жя”нѕ «б»—ж»нбнд),гнЋнб √жя”н—«д (√жя”нѕ «б»—ж»нбнд),29102000,2,20,7,27,ж“д,0,
93476,"[29103000] 1- ябж—ж -2.3- ≈н»жя”н »—ж»«д (≈н»н ябж—енѕ—нд ""epichlorohydrin"")","1- ябж—ж -2.3- ≈н»жя”н »—ж»«д (≈н»н ябж—енѕ—нд ""epichlorohydrin"")",29103000,2,20,7,27,ж“д,0,
93477,"[29104000] Ћд«∆н «б√бѕ—нд ""dieldrin ""  ш( ISO,INN)","Ћд«∆н «б√бѕ—нд ""dieldrin ""  ш( ISO,INN)",29104000,2,20,7,27,ж“д,0,
93478,"[29105000] «б√дѕ—нд ""ENDRINE"" (ISO)","«б√дѕ—нд ""ENDRINE"" (ISO)",29105000,2,20,7,27,ж“д,0,
93479,[29109000] ≈н»жя”нѕ« ? ≈н»жя”н - яЌжб« ? ≈н»жя”н - Ёнджб«  ж≈н»жя”н -≈нЋ—« ?...«бќ (џ г ”),≈н»жя”нѕ« ? ≈н»жя”н - яЌжб« ? ≈н»жя”н - Ёнджб«  ж≈н»жя”н -≈нЋ—« ?...«бќ (џ г ”),29109000,2,3760,1253,5013,ж“д,0,
93480,[29110000] √”н «б«  жд’Ё «”н «б« ? ж≈д я«д  –«  жўнЁ… √жя”нћндн… √ќ—м? жг‘ ё« е« «бгебћд… √ж «бг”бЁ,√”н «б«  жд’Ё «”н «б« ? ж≈д я«д  –«  жўнЁ… √жя”нћндн… √ќ—м? жг‘ ё« е« «бгебћд… √ж «бг”бЁ,29110000,2,75,25,100,ж“д,0,
93481,[29121100] гнЋ«д«б (Ёж—г √бѕенѕ),гнЋ«д«б (Ёж—г √бѕенѕ),29121100,2,20,7,27,ж“д,0,
93482,[29121200] ≈нЋ«д«б (√”н «бѕенѕ),≈нЋ«д«б (√”н «бѕенѕ),29121200,2,20,7,27,ж“д,0,
93483,[29121900] √бѕенѕ«  џн— ѕж—н… »ѕжд жўнЁ… √жя”ћндн… √ќ—м (џ г ”),√бѕенѕ«  џн— ѕж—н… »ѕжд жўнЁ… √жя”ћндн… √ќ—м (џ г ”),29121900,2,20,7,27,ж“д,0,
93484,[29122100] »д“ √бѕенѕ,»д“ √бѕенѕ,29122100,2,20,7,27,ж“д,0,
93485,[29122900] √бѕенѕ«  ѕж—н… (Ќбён…) »ѕжд жўнЁ… √жя”нћндн… √ќ—м Џѕ« (»д“ √бѕенѕ).,√бѕенѕ«  ѕж—н… (Ќбён…) »ѕжд жўнЁ… √жя”нћндн… √ќ—м Џѕ« (»д“ √бѕенѕ).,29122900,2,20,7,27,ж“д,0,
93486,[29124100] Ё«днбнд (4- енѕ—жя”н -3- гн жя”н »д“ √бѕенѕ),Ё«днбнд (4- енѕ—жя”н -3- гн жя”н »д“ √бѕенѕ),29124100,2,75,25,100,ж“д,0,
93487,[29124200] ≈нЋнб Ё«днбнд (3- ≈нЋжя”н 4- енѕ—жя”н »д“ √бѕенѕ),≈нЋнб Ё«днбнд (3- ≈нЋжя”н 4- енѕ—жя”н »д“ √бѕенѕ),29124200,2,20,7,27,ж“д,0,
93488,[29124900] √бѕенѕ«  - ≈нЋ—« ? ж√бѕенѕ«  - Ёнджб«  ж√бѕенѕ«     ÷гд жўнЁ… √жя”нћндн… √ќ—м (џ г ”),√бѕенѕ«  - ≈нЋ—« ? ж√бѕенѕ«  - Ёнджб«  ж√бѕенѕ«     ÷гд жўнЁ… √жя”нћндн… √ќ—м (џ г ”),29124900,2,20,7,27,ж“д,0,
93489,[29125000] »жбнг—«  ѕж—н… гд «бѕенѕ« ,»жбнг—«  ѕж—н… гд «бѕенѕ« ,29125000,2,20,7,27,ж“д,0,
93490,[29126000] »«—«Ёж—г«бѕенѕ.,»«—«Ёж—г«бѕенѕ.,29126000,2,20,7,27,ж“д,0,
93491,[29130000] г‘ ё«  гебћд… √ж г”бЁд… √ж гд —д… √ж гд —“…  гд «бгд ћ«  «бѕ«ќб… Ён «б»дѕ 29.12  .,г‘ ё«  гебћд… √ж г”бЁд… √ж гд —д… √ж гд —“…  гд «бгд ћ«  «бѕ«ќб… Ён «б»дѕ 29.12  .,29130000,2,40,13,53,ж“д,0,
93492,[29141100] √”н жд,√”н жд,29141100,2,20,7,27,ж“д,0,
93493,[29141200] »ж «джд (гн нб √ нб ян жд),»ж «джд (гн нб √ нб ян жд),29141200,2,20,7,27,ж“д,0,
93494,[29141300] 4- гн нб »д «д -2- √жд (гн нб √н“ж»ж нб ян жд),4- гн нб »д «д -2- √жд (гн нб √н“ж»ж нб ян жд),29141300,2,20,7,27,ж“д,0,
93495,[29141900] ян жд«  џн— ѕж—н… (б« Ќбён…) б«   ÷гд жўнЁ… √жя”ћндн… √ќ—м (џ г ”),ян жд«  џн— ѕж—н… (б« Ќбён…) б«   ÷гд жўнЁ… √жя”ћндн… √ќ—м (џ г ”),29141900,2,750,250,1000,ж“д,0,
93496,[29142200] ”нябжея”«джд жгн нб ”нябжея”«джд,”нябжея”«джд жгн нб ”нябжея”«джд,29142200,2,20,7,27,ж“д,0,
